relativePath,problemClass,statusFolder,distance,normalizedCanonicalDistance,leftCanonicalFormSize,rightCanonicalFormSize,canonicalFormSize,predicateBodyLevenshteinDistance,rawAstTreeDistance,normalizedRawAstDistance,leftRawAstSize,rightRawAstSize,rawAstSize,candidateReward,groundTruthReward,rewardGap,rewardError
classroom_rl/CORRECT/parsed-file4161_inv10.als,classroom_rl,CORRECT,7.0,0.636364,11.0,9.0,11.0,32.0,13.0,0.52,25.0,18.0,25.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4161_inv8.als,classroom_rl,CORRECT,15.0,0.789474,19.0,7.0,19.0,61.0,21.0,0.75,28.0,12.0,28.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file417_inv5.als,classroom_rl,CORRECT,7.0,0.777778,9.0,6.0,9.0,39.0,18.0,1.058824,17.0,7.0,17.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4186_inv8.als,classroom_rl,CORRECT,15.0,0.789474,19.0,7.0,19.0,73.0,24.0,0.8,30.0,12.0,30.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4204_inv4.als,classroom_rl,CORRECT,7.0,0.7,10.0,7.0,10.0,32.0,17.0,1.0625,16.0,9.0,16.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file420_inv7.als,classroom_rl,CORRECT,7.0,0.777778,9.0,7.0,9.0,47.0,20.0,1.052632,19.0,9.0,19.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4215_inv10.als,classroom_rl,CORRECT,8.0,0.727273,11.0,9.0,11.0,42.0,25.0,0.925926,27.0,18.0,27.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4218_inv5.als,classroom_rl,CORRECT,7.0,0.777778,9.0,6.0,9.0,50.0,20.0,1.052632,19.0,7.0,19.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4235_inv4.als,classroom_rl,CORRECT,6.0,0.75,8.0,7.0,8.0,10.0,9.0,0.9,10.0,9.0,10.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4241_inv6.als,classroom_rl,CORRECT,7.0,0.777778,9.0,7.0,9.0,53.0,20.0,1.052632,19.0,9.0,19.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4248_inv13.als,classroom_rl,CORRECT,15.0,0.882353,17.0,13.0,17.0,54.0,27.0,1.125,24.0,18.0,24.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4250_inv10.als,classroom_rl,CORRECT,2.0,0.222222,9.0,9.0,9.0,16.0,2.0,0.111111,18.0,18.0,18.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4270_inv10.als,classroom_rl,CORRECT,7.0,0.636364,11.0,9.0,11.0,32.0,13.0,0.52,25.0,18.0,25.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4271_inv1.als,classroom_rl,CORRECT,2.0,0.333333,6.0,5.0,6.0,21.0,10.0,0.909091,11.0,6.0,11.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4282_inv14.als,classroom_rl,CORRECT,3.0,0.130435,23.0,23.0,23.0,26.0,53.0,1.204545,44.0,42.0,44.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4291_inv13.als,classroom_rl,CORRECT,15.0,0.882353,17.0,13.0,17.0,59.0,27.0,1.125,24.0,18.0,24.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4292_inv13.als,classroom_rl,CORRECT,15.0,0.882353,17.0,13.0,17.0,59.0,27.0,1.125,24.0,18.0,24.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4296_inv4.als,classroom_rl,CORRECT,7.0,0.7,10.0,7.0,10.0,32.0,17.0,1.0625,16.0,9.0,16.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4320_inv3.als,classroom_rl,CORRECT,7.0,1.0,7.0,6.0,7.0,31.0,15.0,1.071429,14.0,7.0,14.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4330_inv8.als,classroom_rl,CORRECT,15.0,0.789474,19.0,7.0,19.0,61.0,21.0,0.75,28.0,12.0,28.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4333_inv8.als,classroom_rl,CORRECT,15.0,0.789474,19.0,7.0,19.0,73.0,24.0,0.8,30.0,12.0,30.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4338_inv3.als,classroom_rl,CORRECT,16.0,0.888889,18.0,6.0,18.0,78.0,27.0,1.038462,26.0,7.0,26.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4346_inv3.als,classroom_rl,CORRECT,7.0,0.7,10.0,6.0,10.0,38.0,17.0,1.0625,16.0,7.0,16.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4351_inv12.als,classroom_rl,CORRECT,15.0,0.833333,18.0,8.0,18.0,80.0,31.0,0.861111,36.0,15.0,36.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4360_inv9.als,classroom_rl,CORRECT,16.0,0.842105,19.0,9.0,19.0,59.0,25.0,0.833333,30.0,15.0,30.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4395_inv9.als,classroom_rl,CORRECT,17.0,0.894737,19.0,9.0,19.0,61.0,20.0,0.714286,28.0,15.0,28.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4399_inv6.als,classroom_rl,CORRECT,7.0,0.777778,9.0,7.0,9.0,53.0,20.0,1.052632,19.0,9.0,19.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4418_inv4.als,classroom_rl,CORRECT,7.0,0.7,10.0,7.0,10.0,43.0,17.0,1.0625,16.0,9.0,16.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4424_inv9.als,classroom_rl,CORRECT,12.0,1.0,12.0,9.0,12.0,40.0,21.0,1.235294,17.0,15.0,17.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4428_inv1.als,classroom_rl,CORRECT,2.0,0.333333,6.0,5.0,6.0,21.0,10.0,0.909091,11.0,6.0,11.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4445_inv5.als,classroom_rl,CORRECT,7.0,0.777778,9.0,6.0,9.0,39.0,18.0,1.058824,17.0,7.0,17.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4446_inv4.als,classroom_rl,CORRECT,17.0,0.894737,19.0,7.0,19.0,67.0,24.0,0.96,25.0,9.0,25.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4446_inv8.als,classroom_rl,CORRECT,15.0,0.789474,19.0,7.0,19.0,94.0,30.0,0.833333,36.0,12.0,36.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4453_inv10.als,classroom_rl,CORRECT,7.0,0.636364,11.0,9.0,11.0,32.0,13.0,0.52,25.0,18.0,25.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4461_inv3.als,classroom_rl,CORRECT,6.0,1.0,6.0,6.0,6.0,21.0,12.0,1.090909,11.0,7.0,11.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4468_inv9.als,classroom_rl,CORRECT,16.0,0.842105,19.0,9.0,19.0,59.0,20.0,0.714286,28.0,15.0,28.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file44_inv9.als,classroom_rl,CORRECT,16.0,0.842105,19.0,9.0,19.0,59.0,25.0,0.833333,30.0,15.0,30.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4508_inv6.als,classroom_rl,CORRECT,7.0,0.777778,9.0,7.0,9.0,53.0,20.0,1.052632,19.0,9.0,19.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4512_inv5.als,classroom_rl,CORRECT,7.0,0.777778,9.0,6.0,9.0,50.0,20.0,1.052632,19.0,7.0,19.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4519_inv3.als,classroom_rl,CORRECT,7.0,0.7,10.0,6.0,10.0,39.0,17.0,1.0625,16.0,7.0,16.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4539_inv5.als,classroom_rl,CORRECT,7.0,0.777778,9.0,6.0,9.0,39.0,18.0,1.058824,17.0,7.0,17.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4543_inv14.als,classroom_rl,CORRECT,2.0,0.086957,23.0,23.0,23.0,49.0,49.0,1.065217,46.0,42.0,46.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4545_inv8.als,classroom_rl,CORRECT,10.0,0.833333,12.0,7.0,12.0,34.0,18.0,1.058824,17.0,12.0,17.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4549_inv14.als,classroom_rl,CORRECT,3.0,0.130435,23.0,23.0,23.0,30.0,28.0,0.666667,40.0,42.0,42.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4571_inv3.als,classroom_rl,CORRECT,0.0,0.0,6.0,6.0,6.0,14.0,2.0,0.285714,7.0,7.0,7.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4584_inv3.als,classroom_rl,CORRECT,21.0,0.875,24.0,6.0,24.0,109.0,30.0,0.909091,33.0,7.0,33.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4586_inv4.als,classroom_rl,CORRECT,1.0,0.142857,7.0,7.0,7.0,16.0,3.0,0.333333,9.0,9.0,9.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4600_inv9.als,classroom_rl,CORRECT,17.0,0.894737,19.0,9.0,19.0,61.0,20.0,0.714286,28.0,15.0,28.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4620_inv6.als,classroom_rl,CORRECT,7.0,0.777778,9.0,7.0,9.0,53.0,20.0,1.052632,19.0,9.0,19.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4625_inv8.als,classroom_rl,CORRECT,15.0,0.789474,19.0,7.0,19.0,59.0,21.0,0.75,28.0,12.0,28.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4625_inv9.als,classroom_rl,CORRECT,16.0,0.842105,19.0,9.0,19.0,53.0,20.0,0.714286,28.0,15.0,28.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4643_inv12.als,classroom_rl,CORRECT,15.0,0.833333,18.0,8.0,18.0,91.0,33.0,0.868421,38.0,15.0,38.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4649_inv8.als,classroom_rl,CORRECT,15.0,0.789474,19.0,7.0,19.0,65.0,21.0,0.75,28.0,12.0,28.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4650_inv7.als,classroom_rl,CORRECT,7.0,0.777778,9.0,7.0,9.0,47.0,20.0,1.052632,19.0,9.0,19.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4656_inv5.als,classroom_rl,CORRECT,7.0,0.777778,9.0,6.0,9.0,50.0,20.0,1.052632,19.0,7.0,19.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file469_inv4.als,classroom_rl,CORRECT,7.0,0.7,10.0,7.0,10.0,32.0,17.0,1.0625,16.0,9.0,16.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file46_inv13.als,classroom_rl,CORRECT,15.0,0.882353,17.0,13.0,17.0,59.0,27.0,1.125,24.0,18.0,24.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4707_inv7.als,classroom_rl,CORRECT,7.0,0.777778,9.0,7.0,9.0,47.0,20.0,1.052632,19.0,9.0,19.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4708_inv9.als,classroom_rl,CORRECT,17.0,0.894737,19.0,9.0,19.0,78.0,30.0,0.882353,34.0,15.0,34.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4724_inv10.als,classroom_rl,CORRECT,7.0,0.636364,11.0,9.0,11.0,35.0,13.0,0.52,25.0,18.0,25.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file4724_inv4.als,classroom_rl,CORRECT,7.0,0.7,10.0,7.0,10.0,32.0,17.0,1.0625,16.0,9.0,16.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file502_inv5.als,classroom_rl,CORRECT,7.0,0.777778,9.0,6.0,9.0,50.0,20.0,1.052632,19.0,7.0,19.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file521_inv10.als,classroom_rl,CORRECT,8.0,0.727273,11.0,9.0,11.0,42.0,25.0,0.925926,27.0,18.0,27.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file521_inv6.als,classroom_rl,CORRECT,7.0,0.777778,9.0,7.0,9.0,53.0,20.0,1.052632,19.0,9.0,19.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file531_inv13.als,classroom_rl,CORRECT,15.0,0.882353,17.0,13.0,17.0,59.0,27.0,1.125,24.0,18.0,24.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file536_inv8.als,classroom_rl,CORRECT,15.0,0.789474,19.0,7.0,19.0,73.0,24.0,0.8,30.0,12.0,30.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file540_inv6.als,classroom_rl,CORRECT,7.0,0.777778,9.0,7.0,9.0,53.0,20.0,1.052632,19.0,9.0,19.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file54_inv3.als,classroom_rl,CORRECT,16.0,0.888889,18.0,6.0,18.0,78.0,27.0,1.038462,26.0,7.0,26.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file552_inv4.als,classroom_rl,CORRECT,7.0,0.7,10.0,7.0,10.0,32.0,17.0,1.0625,16.0,9.0,16.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file587_inv3.als,classroom_rl,CORRECT,3.0,0.375,8.0,6.0,8.0,29.0,15.0,1.071429,14.0,7.0,14.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file58_inv15.als,classroom_rl,CORRECT,8.0,0.727273,11.0,10.0,11.0,24.0,19.0,0.826087,23.0,17.0,23.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file594_inv13.als,classroom_rl,CORRECT,15.0,0.882353,17.0,13.0,17.0,69.0,31.0,1.107143,28.0,18.0,28.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file598_inv11.als,classroom_rl,CORRECT,20.0,0.909091,22.0,14.0,22.0,83.0,34.0,0.85,40.0,21.0,40.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file598_inv3.als,classroom_rl,CORRECT,13.0,0.8125,16.0,6.0,16.0,79.0,27.0,1.038462,26.0,7.0,26.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file605_inv9.als,classroom_rl,CORRECT,17.0,0.894737,19.0,9.0,19.0,61.0,20.0,0.714286,28.0,15.0,28.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file606_inv4.als,classroom_rl,CORRECT,7.0,0.7,10.0,7.0,10.0,32.0,17.0,1.0625,16.0,9.0,16.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file607_inv14.als,classroom_rl,CORRECT,2.0,0.086957,23.0,23.0,23.0,49.0,49.0,1.065217,46.0,42.0,46.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file617_inv3.als,classroom_rl,CORRECT,23.0,0.92,25.0,6.0,25.0,104.0,31.0,0.96875,32.0,7.0,32.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file626_inv9.als,classroom_rl,CORRECT,16.0,0.842105,19.0,9.0,19.0,53.0,20.0,0.714286,28.0,15.0,28.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file629_inv4.als,classroom_rl,CORRECT,7.0,0.7,10.0,7.0,10.0,43.0,17.0,1.0625,16.0,9.0,16.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file632_inv9.als,classroom_rl,CORRECT,17.0,0.894737,19.0,9.0,19.0,76.0,24.0,0.75,32.0,15.0,32.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file63_inv3.als,classroom_rl,CORRECT,7.0,0.7,10.0,6.0,10.0,38.0,17.0,1.0625,16.0,7.0,16.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file661_inv4.als,classroom_rl,CORRECT,17.0,0.894737,19.0,7.0,19.0,67.0,24.0,0.96,25.0,9.0,25.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file662_inv4.als,classroom_rl,CORRECT,1.0,0.142857,7.0,7.0,7.0,16.0,3.0,0.333333,9.0,9.0,9.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file664_inv5.als,classroom_rl,CORRECT,7.0,0.777778,9.0,6.0,9.0,39.0,18.0,1.058824,17.0,7.0,17.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file681_inv9.als,classroom_rl,CORRECT,17.0,0.894737,19.0,9.0,19.0,56.0,20.0,0.714286,28.0,15.0,28.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file688_inv8.als,classroom_rl,CORRECT,15.0,0.789474,19.0,7.0,19.0,59.0,21.0,0.75,28.0,12.0,28.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file698_inv6.als,classroom_rl,CORRECT,3.0,0.375,8.0,7.0,8.0,13.0,4.0,0.363636,11.0,9.0,11.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file699_inv6.als,classroom_rl,CORRECT,7.0,0.777778,9.0,7.0,9.0,53.0,20.0,1.052632,19.0,9.0,19.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file701_inv9.als,classroom_rl,CORRECT,9.0,0.818182,11.0,9.0,11.0,14.0,11.0,0.647059,17.0,15.0,17.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file703_inv5.als,classroom_rl,CORRECT,7.0,0.777778,9.0,6.0,9.0,50.0,20.0,1.052632,19.0,7.0,19.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file723_inv4.als,classroom_rl,CORRECT,7.0,0.7,10.0,7.0,10.0,32.0,17.0,1.0625,16.0,9.0,16.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file731_inv7.als,classroom_rl,CORRECT,7.0,0.777778,9.0,7.0,9.0,47.0,20.0,1.052632,19.0,9.0,19.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file766_inv13.als,classroom_rl,CORRECT,6.0,0.375,16.0,13.0,16.0,34.0,11.0,0.458333,24.0,18.0,24.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file776_inv11.als,classroom_rl,CORRECT,20.0,0.909091,22.0,14.0,22.0,72.0,32.0,0.842105,38.0,21.0,38.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file777_inv2.als,classroom_rl,CORRECT,3.0,0.5,6.0,4.0,6.0,29.0,10.0,0.909091,11.0,4.0,11.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file777_inv3.als,classroom_rl,CORRECT,7.0,0.7,10.0,6.0,10.0,38.0,17.0,1.0625,16.0,7.0,16.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file802_inv6.als,classroom_rl,CORRECT,5.0,0.555556,9.0,7.0,9.0,50.0,20.0,1.052632,19.0,9.0,19.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file822_inv14.als,classroom_rl,CORRECT,1.0,0.043478,23.0,23.0,23.0,16.0,20.0,0.454545,44.0,42.0,44.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file827_inv7.als,classroom_rl,CORRECT,7.0,0.777778,9.0,7.0,9.0,47.0,20.0,1.052632,19.0,9.0,19.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file847_inv10.als,classroom_rl,CORRECT,7.0,0.636364,11.0,9.0,11.0,32.0,13.0,0.52,25.0,18.0,25.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file847_inv13.als,classroom_rl,CORRECT,15.0,0.882353,17.0,13.0,17.0,66.0,31.0,1.107143,28.0,18.0,28.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file853_inv10.als,classroom_rl,CORRECT,7.0,0.636364,11.0,9.0,11.0,32.0,13.0,0.52,25.0,18.0,25.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file853_inv3.als,classroom_rl,CORRECT,16.0,0.888889,18.0,6.0,18.0,78.0,27.0,1.038462,26.0,7.0,26.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file898_inv1.als,classroom_rl,CORRECT,2.0,0.333333,6.0,5.0,6.0,21.0,10.0,0.909091,11.0,6.0,11.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file90_inv2.als,classroom_rl,CORRECT,3.0,0.5,6.0,4.0,6.0,29.0,10.0,0.909091,11.0,4.0,11.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file921_inv11.als,classroom_rl,CORRECT,17.0,0.894737,19.0,14.0,19.0,31.0,18.0,0.642857,28.0,21.0,28.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file922_inv12.als,classroom_rl,CORRECT,15.0,0.833333,18.0,8.0,18.0,80.0,31.0,0.861111,36.0,15.0,36.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file925_inv4.als,classroom_rl,CORRECT,8.0,0.8,10.0,7.0,10.0,33.0,17.0,1.0625,16.0,9.0,16.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file933_inv14.als,classroom_rl,CORRECT,2.0,0.086957,23.0,23.0,23.0,49.0,49.0,1.065217,46.0,42.0,46.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file935_inv12.als,classroom_rl,CORRECT,15.0,0.833333,18.0,8.0,18.0,91.0,33.0,0.868421,38.0,15.0,38.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file940_inv11.als,classroom_rl,CORRECT,18.0,0.9,20.0,14.0,20.0,42.0,23.0,0.741935,31.0,21.0,31.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file956_inv7.als,classroom_rl,CORRECT,7.0,0.777778,9.0,7.0,9.0,47.0,20.0,1.052632,19.0,9.0,19.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file970_inv11.als,classroom_rl,CORRECT,20.0,0.909091,22.0,14.0,22.0,72.0,32.0,0.842105,38.0,21.0,38.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file974_inv9.als,classroom_rl,CORRECT,16.0,0.842105,19.0,9.0,19.0,59.0,20.0,0.714286,28.0,15.0,28.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file987_inv12.als,classroom_rl,CORRECT,15.0,0.833333,18.0,8.0,18.0,102.0,35.0,0.875,40.0,15.0,40.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file996_inv13.als,classroom_rl,CORRECT,19.0,0.863636,22.0,13.0,22.0,66.0,33.0,1.1,30.0,18.0,30.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file997_inv1.als,classroom_rl,CORRECT,2.0,0.333333,6.0,5.0,6.0,21.0,10.0,0.909091,11.0,6.0,11.0,1.0,1.0,0.0,0.0
classroom_rl/CORRECT/parsed-file998_inv6.als,classroom_rl,CORRECT,7.0,0.777778,9.0,7.0,9.0,53.0,20.0,1.052632,19.0,9.0,19.0,1.0,1.0,0.0,0.0
classroom_rl/OVERCONSTRAINED/parsed-file1001_inv9.als,classroom_rl,OVERCONSTRAINED,5.0,0.555556,7.0,9.0,9.0,12.0,7.0,0.466667,12.0,15.0,15.0,0.990099,1.0,0.009901,0.009901000000000049
classroom_rl/OVERCONSTRAINED/parsed-file1006_inv3.als,classroom_rl,OVERCONSTRAINED,16.0,0.888889,18.0,6.0,18.0,39.0,17.0,1.0625,16.0,7.0,16.0,0.990099,1.0,0.009901,0.009901000000000049
classroom_rl/OVERCONSTRAINED/parsed-file1023_inv9.als,classroom_rl,OVERCONSTRAINED,6.0,0.666667,7.0,9.0,9.0,36.0,15.0,1.0,9.0,15.0,15.0,0.0,1.0,1.0,1.0
classroom_rl/OVERCONSTRAINED/parsed-file1030_inv7.als,classroom_rl,OVERCONSTRAINED,7.0,0.777778,9.0,7.0,9.0,47.0,20.0,1.052632,19.0,9.0,19.0,0.0,1.0,1.0,1.0
classroom_rl/OVERCONSTRAINED/parsed-file1051_inv6.als,classroom_rl,OVERCONSTRAINED,8.0,0.8,10.0,7.0,10.0,39.0,17.0,1.0625,16.0,9.0,16.0,0.0,1.0,1.0,1.0
classroom_rl/OVERCONSTRAINED/parsed-file105_inv12.als,classroom_rl,OVERCONSTRAINED,14.0,0.823529,17.0,8.0,17.0,82.0,29.0,0.852941,34.0,15.0,34.0,0.7,1.0,0.3,0.30000000000000004
classroom_rl/OVERCONSTRAINED/parsed-file1091_inv5.als,classroom_rl,OVERCONSTRAINED,6.0,1.0,6.0,6.0,6.0,22.0,12.0,1.090909,11.0,7.0,11.0,0.0,1.0,1.0,1.0
classroom_rl/OVERCONSTRAINED/parsed-file1093_inv12.als,classroom_rl,OVERCONSTRAINED,14.0,0.823529,17.0,8.0,17.0,71.0,27.0,0.84375,32.0,15.0,32.0,0.7,1.0,0.3,0.30000000000000004
classroom_rl/OVERCONSTRAINED/parsed-file1116_inv6.als,classroom_rl,OVERCONSTRAINED,2.0,0.285714,7.0,7.0,7.0,6.0,2.0,0.222222,9.0,9.0,9.0,0.0,1.0,1.0,1.0
classroom_rl/OVERCONSTRAINED/parsed-file1121_inv9.als,classroom_rl,OVERCONSTRAINED,8.0,0.888889,9.0,9.0,9.0,23.0,13.0,0.684211,19.0,15.0,19.0,0.3,1.0,0.7,0.7
classroom_rl/OVERCONSTRAINED/parsed-file1151_inv11.als,classroom_rl,OVERCONSTRAINED,16.0,0.888889,18.0,14.0,18.0,76.0,28.0,0.777778,36.0,21.0,36.0,0.990099,1.0,0.009901,0.009901000000000049
classroom_rl/OVERCONSTRAINED/parsed-file1152_inv11.als,classroom_rl,OVERCONSTRAINED,16.0,0.888889,18.0,14.0,18.0,94.0,34.0,0.85,40.0,21.0,40.0,0.0,1.0,1.0,1.0
classroom_rl/OVERCONSTRAINED/parsed-file1155_inv14.als,classroom_rl,OVERCONSTRAINED,14.0,0.608696,23.0,23.0,23.0,44.0,56.0,1.333333,39.0,42.0,42.0,0.0,1.0,1.0,1.0
classroom_rl/OVERCONSTRAINED/parsed-file115_inv5.als,classroom_rl,OVERCONSTRAINED,6.0,1.0,6.0,6.0,6.0,23.0,12.0,1.090909,11.0,7.0,11.0,0.0,1.0,1.0,1.0
classroom_rl/OVERCONSTRAINED/parsed-file1186_inv13.als,classroom_rl,OVERCONSTRAINED,11.0,0.846154,6.0,13.0,13.0,43.0,16.0,0.888889,7.0,18.0,18.0,0.0,1.0,1.0,1.0
